timestamp,file_path,attempt,error_type,error_message,raw_response
2026-05-07T09:45:10,in/test/TestClass5792.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T09:53:16,in/test/TestClass42289.java.jsonl,1,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 55 (char 54),"{""func_1"": ""getJobProjectId"", ""var_1"": ""jobProjectId""}, {""func_1"": ""getJobProjectId"", ""var_1"": ""jobProjectId""}, {""func_1"": ""getJobProjectId"", ""var_1"": ""jobProjectId""}"
2026-05-07T09:53:27,in/test/TestClass42289.java.jsonl,2,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 55 (char 54),"{""func_1"": ""getJobProjectId"", ""var_1"": ""jobProjectId""}, {""func_1"": ""getJobProjectId"", ""var_1"": ""jobProjectId""}, {""func_1"": ""getJobProjectId"", ""var_1"": ""jobProjectId""}"
2026-05-07T09:53:37,in/test/TestClass42289.java.jsonl,3,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 55 (char 54),"{""func_1"": ""getJobProjectId"", ""var_1"": ""jobProjectId""}, {""func_1"": ""getJobProjectId"", ""var_1"": ""jobProjectId""}, {""func_1"": ""getJobProjectId"", ""var_1"": ""jobProjectId""}"
2026-05-07T09:53:37,in/test/TestClass42289.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T10:09:18,in/test/TestClass28322.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T10:09:24,in/test/TestClass28322.java.jsonl,2,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T10:09:30,in/test/TestClass28322.java.jsonl,3,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T10:09:30,in/test/TestClass28322.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T10:39:22,in/test/TestClass22185.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T10:39:27,in/test/TestClass22185.java.jsonl,2,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T10:39:32,in/test/TestClass22185.java.jsonl,3,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T10:39:32,in/test/TestClass22185.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T10:41:44,in/test/TestClass58375.java.jsonl,1,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 50 (char 49),"{""func_1"": ""ocdsByProjectId"", ""var_1"": ""release""}, {""func_1"": ""ocdsByProjectId"", ""var_1"": ""release""}"
2026-05-07T10:41:49,in/test/TestClass58375.java.jsonl,2,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 50 (char 49),"{""func_1"": ""ocdsByProjectId"", ""var_1"": ""release""}, {""func_1"": ""ocdsByProjectId"", ""var_1"": ""release""}"
2026-05-07T10:41:53,in/test/TestClass58375.java.jsonl,3,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 50 (char 49),"{""func_1"": ""ocdsByProjectId"", ""var_1"": ""release""}, {""func_1"": ""ocdsByProjectId"", ""var_1"": ""release""}"
2026-05-07T10:41:53,in/test/TestClass58375.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T11:14:37,in/test/TestClass58360.java.jsonl,1,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 55 (char 54),"{""func_1"": ""ocdsPackages"", ""var_1"": ""releasePackages""}, {""func_1"": ""ocdsPackages"", ""var_1"": ""releasePackages""}, {""func_1"": ""ocdsPackages"", ""var_1"": ""releasePackages""}"
2026-05-07T11:14:43,in/test/TestClass58360.java.jsonl,2,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 55 (char 54),"{""func_1"": ""ocdsPackages"", ""var_1"": ""releasePackages""}, {""func_1"": ""ocdsPackages"", ""var_1"": ""releasePackages""}, {""func_1"": ""ocdsPackages"", ""var_1"": ""releasePackages""}"
2026-05-07T11:14:49,in/test/TestClass58360.java.jsonl,3,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 55 (char 54),"{""func_1"": ""ocdsPackages"", ""var_1"": ""releasePackages""}, {""func_1"": ""ocdsPackages"", ""var_1"": ""releasePackages""}, {""func_1"": ""ocdsPackages"", ""var_1"": ""releasePackages""}"
2026-05-07T11:14:49,in/test/TestClass58360.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T11:22:59,in/test/TestClass22308.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T11:23:07,in/test/TestClass22308.java.jsonl,2,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T11:23:16,in/test/TestClass22308.java.jsonl,3,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T11:23:16,in/test/TestClass22308.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T11:39:03,in/test/TestClass218.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T11:39:08,in/test/TestClass218.java.jsonl,2,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T11:39:12,in/test/TestClass218.java.jsonl,3,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T11:39:12,in/test/TestClass218.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T11:51:28,in/test/TestClass25299.java.jsonl,1,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 63 (char 62),"{""func_1"": ""getIncidentLocationList"", ""var_1"": ""locationList""}, {""func_1"": ""getIncidentLocationList"", ""var_1"": ""locationList""}"
2026-05-07T11:51:33,in/test/TestClass25299.java.jsonl,2,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 63 (char 62),"{""func_1"": ""getIncidentLocationList"", ""var_1"": ""locationList""}, {""func_1"": ""getIncidentLocationList"", ""var_1"": ""locationList""}"
2026-05-07T11:51:37,in/test/TestClass25299.java.jsonl,3,UnvalidJson,Response was not valid JSON: Extra data: line 1 column 63 (char 62),"{""func_1"": ""getIncidentLocationList"", ""var_1"": ""locationList""}, {""func_1"": ""getIncidentLocationList"", ""var_1"": ""locationList""}"
2026-05-07T11:51:37,in/test/TestClass25299.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T11:55:33,in/test/TestClass47507.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['any'],
2026-05-07T11:55:38,in/test/TestClass47507.java.jsonl,2,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['any'],
2026-05-07T11:55:44,in/test/TestClass47507.java.jsonl,3,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['any'],
2026-05-07T11:55:44,in/test/TestClass47507.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T11:59:51,in/test/TestClass36208.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['ex'],
2026-05-07T11:59:56,in/test/TestClass36208.java.jsonl,2,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['ex'],
2026-05-07T12:00:00,in/test/TestClass36208.java.jsonl,3,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['ex'],
2026-05-07T12:00:00,in/test/TestClass36208.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
2026-05-07T12:09:23,in/test/TestClass57197.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T12:09:28,in/test/TestClass57197.java.jsonl,2,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T12:09:32,in/test/TestClass57197.java.jsonl,3,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-07T12:09:32,in/test/TestClass57197.java.jsonl,3,FailedRename,All 3 attempts failed to produce a usable mapping for func_1; keeping original test.,
