timestamp,file_path,attempt,error_type,error_message,raw_response
2026-05-06T20:02:53,in/test/TestClass21857.java.jsonl,1,ExtraKeyError,Mapping for func_1 contains unexpected keys {'func_2'}; they will be ignored.,
2026-05-06T20:05:48,in/test/TestClass33605.java.jsonl,1,ExtraKeyError,Mapping for func_1 contains unexpected keys {'func_2'}; they will be ignored.,
2026-05-06T20:15:48,in/test/TestClass40865.java.jsonl,1,ExtraKeyError,Mapping for func_1 contains unexpected keys {'func_2'}; they will be ignored.,
2026-05-06T20:39:37,in/test/TestClass5792.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-06T21:08:37,in/test/TestClass11487.java.jsonl,1,ExtraKeyError,Mapping for func_1 contains unexpected keys {'func_2'}; they will be ignored.,
2026-05-06T21:38:10,in/test/TestClass683.java.jsonl,1,ExtraKeyError,Mapping for func_1 contains unexpected keys {'func_2'}; they will be ignored.,
2026-05-06T21:55:51,in/test/TestClass63221.java.jsonl,1,ExtraKeyError,Mapping for func_1 contains unexpected keys {'var_1'}; they will be ignored.,
2026-05-06T22:04:42,in/test/TestClass58375.java.jsonl,1,ExtraKeyError,Mapping for func_1 contains unexpected keys {'func_2'}; they will be ignored.,
2026-05-06T23:07:46,in/test/TestClass12981.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-06T23:10:53,in/test/TestClass22308.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-06T23:39:22,in/test/TestClass218.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
2026-05-06T23:51:53,in/test/TestClass69380.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['t'],
2026-05-07T00:16:59,in/test/TestClass36208.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['ex'],
2026-05-07T00:21:55,in/test/TestClass6206.java.jsonl,1,ExtraKeyError,Mapping for func_1 contains unexpected keys {'func_2'}; they will be ignored.,
2026-05-07T00:32:42,in/test/TestClass57197.java.jsonl,1,MissingKeysError,The mapping did not contain all required identifiers. Missing: ['e'],
