timestamp,file_path,method_name,new_method_name,attempt,call_type,prompt_tokens,completion_tokens,total_tokens,latency_ms,success
2026-05-06T19:30:34,in/test/TestClass16949.java.jsonl,func_1,testShouldReturnFalseWhenFileDoesNotExist,1,rename,448,25,473,30930.6,True
2026-05-06T19:35:34,in/test/TestClass28581.java.jsonl,func_1,testShouldFindTwoElementsWithClassA,1,rename,594,66,660,3353.3,True
2026-05-06T19:38:21,in/test/TestClass8579.java.jsonl,func_1,testShouldReturnCorrectMethodCountForGETAndPOST,1,rename,452,27,479,1281.1,True
2026-05-06T19:41:13,in/test/TestClass53059.java.jsonl,func_1,testAnsiMessagePrinterWithRedColors,1,rename,557,51,608,2296.7,True
2026-05-06T19:44:05,in/test/TestClass25330.java.jsonl,func_1,testShouldReturnDistinctResponseWhenValidRequest,1,rename,686,79,765,3491.3,True
2026-05-06T19:47:15,in/test/TestClass60166.java.jsonl,func_1,testShouldReturnFalseWhenCatalogEntryIsNotWithinCategory,1,rename,474,38,512,1555.9,True
2026-05-06T19:50:13,in/test/TestClass66923.java.jsonl,func_1,testShouldThrowServletExceptionWhenHealthCheckRegistryIsNull,1,rename,510,53,563,2505.4,True
2026-05-06T19:53:17,in/test/TestClass51404.java.jsonl,func_1,testOptimizeQueryPlan,1,rename,569,40,609,1884.9,True
2026-05-06T19:56:29,in/test/TestClass12231.java.jsonl,func_1,testShouldVerifyConstructCountsForDifferentFiles,1,rename,828,195,1023,8754.1,True
2026-05-06T19:59:45,in/test/TestClass9438.java.jsonl,func_1,testRegistryObserverNotifiesOnPause,1,rename,505,52,557,2228.3,True
2026-05-06T20:02:53,in/test/TestClass21857.java.jsonl,func_1,testHttpHeaderAuthenticationFilter,1,rename,642,44,686,2544.4,True
2026-05-06T20:05:48,in/test/TestClass33605.java.jsonl,func_1,testShouldReturnDataFrameWithCorrectValues,1,rename,526,38,564,1615.2,True
2026-05-06T20:09:29,in/test/TestClass62322.java.jsonl,func_1,testShouldAddPaginationToNodeIfEnabled,1,rename,602,58,660,2472.7,True
2026-05-06T20:12:36,in/test/TestClass27706.java.jsonl,func_1,testShouldReturnCorrectRangeValues,1,rename,537,49,586,2179.1,True
2026-05-06T20:15:48,in/test/TestClass40865.java.jsonl,func_1,testShouldReturnCorrectRequestNameForGetRequest,1,rename,441,38,479,1864.2,True
2026-05-06T20:18:47,in/test/TestClass64049.java.jsonl,func_1,testShouldReturnAttributeValue,1,rename,446,21,467,1169.8,True
2026-05-06T20:22:14,in/test/TestClass63895.java.jsonl,func_1,testShouldGenerateSecurityDocument,1,rename,487,36,523,1502.7,True
2026-05-06T20:26:21,in/test/TestClass22056.java.jsonl,func_1,testShouldReturnSubjectMatterExpertWhenValidIdProvided,1,rename,625,99,724,4097.8,True
2026-05-06T20:30:08,in/test/TestClass9406.java.jsonl,func_1,testShouldRemoveElementAndReturnCorrectResult,1,rename,487,26,513,1117.5,True
2026-05-06T20:33:00,in/test/TestClass14014.java.jsonl,func_1,testBandwidthCalculator,1,rename,487,34,521,1741.7,True
2026-05-06T20:36:15,in/test/TestClass5270.java.jsonl,func_1,testShouldNotBeNullWhenTransactionIsCalled,1,rename,442,36,478,1482.0,True
2026-05-06T20:39:39,in/test/TestClass5792.java.jsonl,func_1,testShouldUpdateItemStateAndReturnPageData,2,rename_retry,513,44,557,1966.3,True
2026-05-06T20:42:42,in/test/TestClass16654.java.jsonl,func_1,testIsIdleModeReturnsFalseWhenPowerManagerIsNotIdle,1,rename,436,29,465,1224.1,True
2026-05-06T20:45:41,in/test/TestClass51167.java.jsonl,func_1,testShouldReturnTableElementStringWhenInputIsValid,1,rename,507,51,558,2791.8,True
2026-05-06T20:49:00,in/test/TestClass42289.java.jsonl,func_1,testShouldReturnJobProjectIdWhenConfigured,1,rename,448,28,476,1467.2,True
2026-05-06T20:52:29,in/test/TestClass31682.java.jsonl,func_1,testShouldVerifyElementBounds,1,rename,501,50,551,2052.9,True
2026-05-06T20:55:34,in/test/TestClass57157.java.jsonl,func_1,testShouldParseNamesCorrectly,1,rename,684,27,711,1533.9,True
2026-05-06T20:58:59,in/test/TestClass21318.java.jsonl,func_1,testShouldReturnCorrectStorageUnitsToExpire,1,rename,623,83,706,3382.3,True
2026-05-06T21:02:07,in/test/TestClass66179.java.jsonl,func_1,testShouldReturnCorrectPersonList,1,rename,684,95,779,4578.7,True
2026-05-06T21:05:26,in/test/TestClass67391.java.jsonl,func_1,testShouldReturnNullWhenInputIsNegative,1,rename,437,34,471,1630.2,True
2026-05-06T21:08:37,in/test/TestClass11487.java.jsonl,func_1,testShouldReturn400WhenInvalidEnumValue,1,rename,560,44,604,1836.5,True
2026-05-06T21:12:14,in/test/TestClass28322.java.jsonl,func_1,testShouldReturnNullWhenInputIsEmpty,1,rename,522,56,578,2318.9,True
2026-05-06T21:15:14,in/test/TestClass35914.java.jsonl,func_1,testShouldAssertFusionWhenSubscribed,1,rename,469,32,501,1361.1,True
2026-05-06T21:18:34,in/test/TestClass66854.java.jsonl,func_1,testExponentiallyDecayingReservoirSnapshotMean,1,rename,574,61,635,2462.9,True
2026-05-06T21:22:29,in/test/TestClass25669.java.jsonl,func_1,testShouldContainExpectedVariants,1,rename,515,70,585,2965.1,True
2026-05-06T21:25:40,in/test/TestClass62976.java.jsonl,func_1,testShouldParseJsonCorrectly,1,rename,531,51,582,2209.5,True
2026-05-06T21:29:04,in/test/TestClass23035.java.jsonl,func_1,testQuantifiedExpressionNodeParsing,1,rename,609,65,674,2700.9,True
2026-05-06T21:32:16,in/test/TestClass34775.java.jsonl,func_1,testShouldReturnTrueForBalancedTree,1,rename,570,82,652,3909.8,True
2026-05-06T21:35:22,in/test/TestClass53251.java.jsonl,func_1,testTemplateRendererContainsProperties,1,rename,574,62,636,2763.1,True
2026-05-06T21:38:10,in/test/TestClass683.java.jsonl,func_1,testThrowsIllegalStateExceptionWhenOnTimeCompletionListenerIsNull,1,rename,453,46,499,1815.9,True
2026-05-06T21:41:03,in/test/TestClass66882.java.jsonl,func_1,testShouldReturnMeanOfWeightedArray,1,rename,459,40,499,2043.2,True
2026-05-06T21:44:10,in/test/TestClass9034.java.jsonl,func_1,testShouldReturnCorrectValueForLargeNumber,1,rename,498,34,532,1559.2,True
2026-05-06T21:46:57,in/test/TestClass26086.java.jsonl,func_1,testShouldVerifyParticleTypeWithMaterialAndByte,1,rename,452,36,488,1464.5,True
2026-05-06T21:49:52,in/test/TestClass37706.java.jsonl,func_1,testShouldReturnCorrectColumnNames,1,rename,474,32,506,1504.3,True
2026-05-06T21:52:56,in/test/TestClass71157.java.jsonl,func_1,testShouldReturnFalseWhenInputIsNull,1,rename,474,34,508,1811.3,True
2026-05-06T21:55:51,in/test/TestClass63221.java.jsonl,func_1,testShouldReturnCorrectObjectTypeAndIdentifier,1,rename,430,24,454,1088.6,True
2026-05-06T21:58:34,in/test/TestClass22185.java.jsonl,func_1,testShouldThrowIllegalStateExceptionWhenSecurityExceptionIsThrown,1,rename,512,55,567,2232.2,True
2026-05-06T22:01:33,in/test/TestClass38522.java.jsonl,func_1,testHostCacheEntriesAreCorrectlyAdded,1,rename,778,81,859,3817.0,True
2026-05-06T22:04:42,in/test/TestClass58375.java.jsonl,func_1,testShouldReturnReleaseForGivenProjectId,1,rename,453,40,493,1794.3,True
2026-05-06T22:07:34,in/test/TestClass60128.java.jsonl,func_1,testShouldReturnNewMappingByEmailWhenNoMappingExists,1,rename,500,30,530,1282.7,True
2026-05-06T22:10:36,in/test/TestClass30375.java.jsonl,func_1,testShouldDetectSingleAromaticRingInMolecule,1,rename,620,74,694,3546.8,True
2026-05-06T22:13:41,in/test/TestClass28202.java.jsonl,func_1,testShouldReturnOneContainerWhenOnePSIsConfigured,1,rename,545,73,618,3546.7,True
2026-05-06T22:16:38,in/test/TestClass64221.java.jsonl,func_1,testShouldReturnCorrectAttributeValue,1,rename,508,59,567,2315.4,True
2026-05-06T22:19:46,in/test/TestClass73470.java.jsonl,func_1,testShouldReturnExpectedResourceKey,1,rename,455,34,489,1785.9,True
2026-05-06T22:22:36,in/test/TestClass11989.java.jsonl,func_1,testLinearInterpolatorEvaluatesCorrectly,1,rename,677,38,715,1927.9,True
2026-05-06T22:25:40,in/test/TestClass32733.java.jsonl,func_1,testShouldReturnOneWhenInputIsSulfamoylChloride,1,rename,513,100,613,4347.1,True
2026-05-06T22:28:40,in/test/TestClass32696.java.jsonl,func_1,testShouldReturnCorrectReactionCenters,1,rename,815,97,912,4541.2,True
2026-05-06T22:31:50,in/test/TestClass63111.java.jsonl,func_1,testShouldReturnEmptyListWhenInputIsNull,1,rename,446,25,471,1214.1,True
2026-05-06T22:34:51,in/test/TestClass7920.java.jsonl,func_1,testShouldPrintElapsedTimeAndResult,1,rename,548,56,604,2468.9,True
2026-05-06T22:37:55,in/test/TestClass52826.java.jsonl,func_1,testShouldNotFailWhenSettingAndGettingValues,1,rename,520,37,557,1522.7,True
2026-05-06T22:40:49,in/test/TestClass4250.java.jsonl,func_1,testShouldMatchFormat,1,rename,447,30,477,1415.2,True
2026-05-06T22:43:47,in/test/TestClass39292.java.jsonl,func_1,testCheckPolicyAssertionQuotaWithValidInputs,1,rename,530,51,581,2234.0,True
2026-05-06T22:46:53,in/test/TestClass62847.java.jsonl,func_1,testShouldEncodeLocationReferencePointCorrectly,1,rename,617,63,680,2750.9,True
2026-05-06T22:50:05,in/test/TestClass77787.java.jsonl,func_1,testShouldReturnNullWhenInputIsEmpty,1,rename,437,24,461,1122.6,True
2026-05-06T22:53:03,in/test/TestClass32425.java.jsonl,func_1,testShouldReturnOneWhenInputIsValid,1,rename,474,53,527,2301.3,True
2026-05-06T22:55:56,in/test/TestClass58360.java.jsonl,func_1,testShouldReturnThreePackagesWhenInputIsValid,1,rename,441,26,467,1297.3,True
2026-05-06T22:58:41,in/test/TestClass71832.java.jsonl,func_1,testShouldCreateKeyManagerWithJKSKeyStore,1,rename,462,27,489,1231.1,True
2026-05-06T23:01:52,in/test/TestClass22251.java.jsonl,func_1,testShouldReturnJobSummaryWhenInputIsValid,1,rename,518,40,558,1947.6,True
2026-05-06T23:04:55,in/test/TestClass46099.java.jsonl,func_1,testShouldVerifyClusterMetricsJSON,1,rename,501,48,549,2122.0,True
2026-05-06T23:07:48,in/test/TestClass12981.java.jsonl,func_1,testShouldThrowExceptionWhenPutNull,2,rename_retry,448,30,478,1320.5,True
2026-05-06T23:10:58,in/test/TestClass22308.java.jsonl,func_1,testInvalidateUnregisteredBusinessObjectData,2,rename_retry,969,81,1050,4212.8,True
2026-05-06T23:14:16,in/test/TestClass73162.java.jsonl,func_1,testShouldSetAndRetrieveProperties,1,rename,632,50,682,2131.3,True
2026-05-06T23:17:30,in/test/TestClass51012.java.jsonl,func_1,testShouldReturnCorrectNodeTypes,1,rename,548,67,615,3261.8,True
2026-05-06T23:20:48,in/test/TestClass67276.java.jsonl,func_1,testShouldThrowPreparerExceptionWhenIOExceptionIsThrown,1,rename,499,43,542,1918.9,True
2026-05-06T23:23:56,in/test/TestClass20354.java.jsonl,func_1,testShouldThrowIllegalArgumentExceptionWhenItemWriterIsNotProvided,1,rename,452,31,483,1491.6,True
2026-05-06T23:26:57,in/test/TestClass53992.java.jsonl,func_1,testShouldThrowIllegalArgumentExceptionWhenSchemaVersionIsNonExisting,1,rename,479,32,511,1607.2,True
2026-05-06T23:30:10,in/test/TestClass28751.java.jsonl,func_1,testShouldReturnDifferentNodesForDifferentKeys,1,rename,484,58,542,2676.3,True
2026-05-06T23:33:30,in/test/TestClass38736.java.jsonl,func_1,testShouldReturnTrueForRestrictedCertificate,1,rename,579,87,666,3583.8,True
2026-05-06T23:36:25,in/test/TestClass25954.java.jsonl,func_1,testShouldWriteParameterEntries,1,rename,503,35,538,1636.1,True
2026-05-06T23:39:23,in/test/TestClass218.java.jsonl,func_1,testShouldNotThrowExceptionWhenGettingPageInfo,2,rename_retry,448,38,486,1728.7,True
2026-05-06T23:42:25,in/test/TestClass22068.java.jsonl,func_1,testShouldThrowIllegalArgumentExceptionWhenManifestFilesIsNull,1,rename,663,74,737,4243.7,True
2026-05-06T23:45:49,in/test/TestClass65646.java.jsonl,func_1,testShouldReturnSecondValueWhenFirstIsNull,1,rename,446,49,495,2472.1,True
2026-05-06T23:48:50,in/test/TestClass75545.java.jsonl,func_1,testConnectionMigrationUtilReturnsCorrectEnforcement,1,rename,546,37,583,2089.5,True
2026-05-06T23:51:58,in/test/TestClass69380.java.jsonl,func_1,testShouldReturnEmptyListWhenInputIsNull,2,rename_retry,682,99,781,4726.1,True
2026-05-06T23:55:14,in/test/TestClass1148.java.jsonl,func_1,testShouldThrowIllegalArgumentExceptionWhenInputIsNull,1,rename,461,27,488,1186.6,True
2026-05-06T23:58:25,in/test/TestClass19667.java.jsonl,func_1,testClearsCache,1,rename,554,41,595,2344.1,True
2026-05-07T00:01:35,in/test/TestClass25299.java.jsonl,func_1,testShouldReturnEmptyListWhenInputIsNull,1,rename,452,26,478,1521.3,True
2026-05-07T00:04:13,in/test/TestClass48477.java.jsonl,func_1,testShouldReturnFalseWhenOfferTimesOut,1,rename,468,32,500,1359.5,True
2026-05-07T00:07:28,in/test/TestClass65705.java.jsonl,func_1,testShouldReturnCorrectPatchApplyPlan,1,rename,510,29,539,1254.4,True
2026-05-07T00:10:38,in/test/TestClass47507.java.jsonl,func_1,testShouldReturnEmptyAddressWhenRequesterReturnsEmpty,1,rename,523,71,594,2732.8,True
2026-05-07T00:12:39,in/test/TestClass36051.java.jsonl,func_1,testPredicateReverseForBooleanSupplier,1,rename,501,61,562,2376.4,True
2026-05-07T00:14:50,in/test/TestClass29390.java.jsonl,func_1,testShouldReturnSameObjectForMultipleRequests,1,rename,566,43,609,1664.7,True
2026-05-07T00:17:01,in/test/TestClass36208.java.jsonl,func_1,testShouldThrowInterruptedExceptionWhenThreadInterrupted,2,rename_retry,455,41,496,1570.4,True
2026-05-07T00:19:24,in/test/TestClass824.java.jsonl,func_1,testShouldPassEqualityCheckForMutate,1,rename,545,40,585,1586.8,True
2026-05-07T00:21:55,in/test/TestClass6206.java.jsonl,func_1,testShouldSetTrueColorWhenDataIsTrue,1,rename,451,39,490,1540.1,True
2026-05-07T00:24:35,in/test/TestClass58530.java.jsonl,func_1,testShouldReturnIsFoobarWhenInputIsFoobar,1,rename,434,48,482,2033.9,True
2026-05-07T00:27:17,in/test/TestClass54056.java.jsonl,func_1,testJsonSchemaGenerator,1,rename,657,64,721,2514.2,True
2026-05-07T00:30:08,in/test/TestClass44813.java.jsonl,func_1,testShouldNotUpdateUpdatableWhenListSourceIsAccepted,1,rename,462,29,491,1225.7,True
2026-05-07T00:32:43,in/test/TestClass57197.java.jsonl,func_1,testShouldThrowExceptionWhenPreparationDoesNotExist,2,rename_retry,489,37,526,1480.2,True
2026-05-07T00:35:19,in/test/TestClass30128.java.jsonl,func_1,testShouldReturnOneInstallmentWhenLoanDetailsAreProvided,1,rename,527,43,570,1727.7,True
