timestamp,file_path,method_name,new_method_name,attempt,call_type,prompt_tokens,completion_tokens,total_tokens,latency_ms,success
2026-04-23T10:00:43,in/test/TestClass45240.java.jsonl,func_1,shouldNotSetAdConfigurationFromIntent,1,rename,479,45,524,53501.6,True
2026-04-23T10:08:10,in/test/TestClass56449.java.jsonl,func_1,testAddLayer,1,rename,471,47,518,7566.9,True
2026-04-23T10:15:24,in/test/TestClass43129.java.jsonl,func_1,testSquareMatrix,1,rename,601,54,655,7989.1,True
2026-04-23T10:22:25,in/test/TestClass29725.java.jsonl,func_1,testOnEvent,1,rename,608,54,662,7333.8,True
2026-04-23T10:31:08,in/test/TestClass56972.java.jsonl,func_1,testParentLast,1,rename,436,29,465,4918.3,True
2026-04-23T10:38:25,in/test/TestClass73575.java.jsonl,func_1,testFromJsonWithInvalidType,1,rename,456,36,492,5346.1,True
2026-04-23T10:45:17,in/test/TestClass60619.java.jsonl,func_1,testSetExtraLogInfo,1,rename,486,41,527,6438.7,True
2026-04-23T10:52:21,in/test/TestClass75952.java.jsonl,func_1,shouldLogErrorWithCause,1,rename,543,58,601,8165.4,True
2026-04-23T11:00:30,in/test/TestClass16130.java.jsonl,func_1,testGetCorrespondingHolidays,1,rename,685,87,772,11764.2,True
2026-04-23T11:07:15,in/test/TestClass31304.java.jsonl,func_1,testNewCDKAtom,1,rename,469,33,502,4874.8,True
