timestamp,file_path,method_name,new_method_name,attempt,call_type,prompt_tokens,completion_tokens,total_tokens,latency_ms,success
2026-04-19T15:33:25,in/test/TestClass45240.java.jsonl,func_1,getAdConfiguration_shouldReturnNullWhenNotSet,1,rename,479,49,528,46664.1,True
2026-04-19T15:41:36,in/test/TestClass56449.java.jsonl,func_1,testAddLayer,1,rename,471,47,518,5982.6,True
2026-04-19T15:49:41,in/test/TestClass43129.java.jsonl,func_1,testTranspose,1,rename,601,52,653,7973.6,True
2026-04-19T15:57:32,in/test/TestClass29725.java.jsonl,func_1,testOnEvent,1,rename,608,54,662,10380.2,True
2026-04-19T16:06:46,in/test/TestClass56972.java.jsonl,func_1,shouldLoadDependencyFileFromParentLastPluginClassLoader,1,rename,436,41,477,6270.0,True
2026-04-19T16:15:02,in/test/TestClass73575.java.jsonl,func_1,testInvalidJson,1,rename,456,29,485,4828.9,True
2026-04-19T16:23:06,in/test/TestClass60619.java.jsonl,func_1,testSetExtraLogInfo,1,rename,486,45,531,7620.2,True
2026-04-19T16:31:07,in/test/TestClass75952.java.jsonl,func_1,shouldLogErrorWithCause,1,rename,543,59,602,8664.6,True
2026-04-19T16:39:26,in/test/TestClass16130.java.jsonl,func_1,getCorrespondingHolidays,1,rename,685,85,770,11360.4,True
2026-04-19T16:47:13,in/test/TestClass31304.java.jsonl,func_1,newCDKAtom,1,rename,469,31,500,5177.9,True
