timestamp,file_path,method_name,new_method_name,attempt,call_type,prompt_tokens,completion_tokens,total_tokens,latency_ms,success
2026-04-19T08:15:56,in/test/TestClass45240.java.jsonl,func_1,testShouldReturnNullWhenInputIsEmpty,1,rename,479,48,527,45945.8,True
2026-04-19T08:24:50,in/test/TestClass56449.java.jsonl,func_1,testShouldThrowUnsupportedOperationExceptionWhenAddingLayer,1,rename,471,45,516,4289.2,True
2026-04-19T08:33:16,in/test/TestClass43129.java.jsonl,func_1,testTransposeMatrix,1,rename,601,53,654,7139.2,True
2026-04-19T08:42:38,in/test/TestClass29725.java.jsonl,func_1,testSiddhiHandlerProcessesEventCorrectly,1,rename,608,83,691,8589.0,True
2026-04-19T08:52:02,in/test/TestClass56972.java.jsonl,func_1,testShouldReturnDependencyFileURL,1,rename,436,24,460,2714.1,True
2026-04-19T09:00:19,in/test/TestClass73575.java.jsonl,func_1,testShouldThrowDittoJsonExceptionWhenJsonSchemaVersionIsInvalid,1,rename,456,50,506,5365.3,True
2026-04-19T09:12:49,in/test/TestClass60619.java.jsonl,func_1,testSetExtraLogInfo,1,rename,486,35,521,4034.9,True
2026-04-19T09:22:09,in/test/TestClass75952.java.jsonl,func_1,testShouldThrowExceptionWhenInputIsNull,1,rename,543,58,601,5795.2,True
2026-04-19T09:29:53,in/test/TestClass16130.java.jsonl,func_1,testShouldReturnCorrectHolidaysForGivenPeriod,1,rename,685,89,774,8976.8,True
2026-04-19T09:38:25,in/test/TestClass31304.java.jsonl,func_1,testShouldCreateNitrogenAtom,1,rename,469,24,493,3335.1,True
